219.929859719438870 1.0                 1.00000
219.967935871743500 1.0                 1.00000
220.006012024048100 1.0                 1.00000
220.044088176352720 1.0                 1.00000
220.082164328657300 1.0                 1.00000
220.120240480961900 1.0                 1.00000
220.158316633266540 1.0                 1.00000
220.196392785571130 1.0                 1.00000
220.234468937875760 1.0                 1.00000
220.272545090180360 1.0                 1.00000
220.310621242484960 1.0                 1.00000
220.348697394789580 1.0                 1.00000
220.386773547094180 1.0                 1.00000
220.424849699398800 1.0                 1.00000
220.462925851703400 1.0                 1.00000
220.501002004008030 1.0                 1.00000
220.539078156312630 1.0                 1.00000
220.577154308617220 1.0                 1.00000
220.615230460921850 1.0                 1.00000
220.653306613226450 1.0                 1.00000
220.691382765531070 1.0                 1.00000
220.729458917835670 1.0                 1.00000
220.767535070140270 1.0                 1.00000
220.805611222444900 1.0                 1.00000
220.843687374749500 1.0                 1.00000
220.881763527054120 1.0                 1.00000
220.919839679358720 1.0                 1.00000
220.957915831663300 1.0                 1.00000
220.995991983967940 1.0                 1.00000
221.034068136272540 1.0                 1.00000
221.072144288577160 1.0                 1.00000
221.110220440881760 1.0                 1.00000
221.148296593186400 1.0                 1.00000
221.186372745490980 1.0                 1.00000
221.224448897795580 1.0                 1.00000
221.262525050100200 1.0                 1.00000
221.300601202404800 1.0                 1.00000
221.338677354709430 1.0                 1.00000
221.376753507014030 1.0                 1.00000
221.414829659318630 1.0                 1.00000
221.452905811623250 1.0                 1.00000
221.490981963927850 1.0                 1.00000
221.529058116232480 1.0                 1.00000
221.567134268537070 1.0                 1.00000
221.605210420841670 1.0                 1.00000
221.643286573146300 1.0                 1.00000
221.681362725450900 1.0                 1.00000
221.719438877755520 1.0                 1.00000
221.757515030060120 1.0                 1.00000
221.795591182364720 1.0                 1.00000
221.833667334669340 1.0                 1.00000
221.871743486973940 1.0                 1.00000
221.909819639278570 1.0                 1.00000
221.947895791583160 1.0                 1.00000
221.985971943887760 1.0                 1.00000
222.024048096192400 1.0                 1.00000
222.062124248496990 1.0                 1.00000
222.100200400801600 1.0                 1.00000
222.138276553106200 1.0                 1.00000
222.176352705410840 1.0                 1.00000
222.214428857715430 1.0                 1.00000
222.252505010020030 1.0                 1.00000
222.290581162324660 1.0                 1.00000
222.328657314629250 1.0                 1.00000
222.366733466933880 1.0                 1.00000
222.404809619238480 1.0                 1.00000
222.442885771543080 1.0                 1.00000
222.480961923847700 1.0                 1.00000
222.519038076152300 1.0                 1.00000
222.557114228456920 1.0                 1.00000
222.595190380761520 1.0                 1.00000
222.633266533066120 1.0                 1.00000
222.671342685370750 1.0                 1.00000
222.709418837675340 1.0                 1.00000
222.747494989979970 1.0                 1.00000
222.785571142284570 1.0                 1.00000
222.823647294589200 1.0                 1.00000
222.861723446893800 1.0                 1.00000
222.899799599198400 1.0                 1.00000
222.937875751503010 1.0                 1.00000
222.975951903807600 1.0                 1.00000
223.014028056112240 1.0                 1.00000
223.052104208416840 1.0                 1.00000
223.090180360721430 1.0                 1.00000
223.128256513026060 1.0                 1.00000
223.166332665330660 1.0                 1.00000
223.204408817635280 1.0                 1.00000
223.242484969939880 1.0                 1.00000
223.280561122244480 1.0                 1.00000
223.318637274549100 1.0                 1.00000
223.356713426853700 1.0                 1.00000
223.394789579158330 1.0                 1.00000
223.432865731462930 1.0                 1.00000
223.470941883767520 1.0                 1.00000
223.509018036072150 1.0                 1.00000
223.547094188376750 1.0                 1.00000
223.585170340681370 1.0                 1.00000
223.623246492985970 1.0                 1.00000
223.661322645290570 1.0                 1.00000
223.699398797595200 1.0                 1.00000
223.737474949899800 1.0                 1.00000
223.775551102204420 1.0                 1.00000
223.813627254509020 1.0                 1.00000
223.851703406813640 1.0                 1.00000
223.889779559118240 1.0                 1.00000
223.927855711422840 1.0                 1.00000
223.965931863727460 1.0                 1.00000
224.004008016032060 1.0                 1.00000
224.042084168336700 1.0                 1.00000
224.080160320641280 1.0                 1.00000
224.118236472945880 1.0                 1.00000
224.156312625250500 1.0                 1.00000
224.194388777555100 1.0                 1.00000
224.232464929859730 1.0                 1.00000
224.270541082164330 1.0                 1.00000
224.308617234468930 1.0                 1.00000
224.346693386773550 1.0                 1.00000
224.384769539078150 1.0                 1.00000
224.422845691382780 1.0                 1.00000
224.460921843687370 1.0                 1.00000
224.498997995992000 1.0                 1.00000
224.537074148296600 1.0                 1.00000
224.575150300601200 1.0                 1.00000
224.613226452905820 1.0                 1.00000
224.651302605210420 1.0                 1.00000
224.689378757515040 1.0                 1.00000
224.727454909819640 1.0                 1.00000
224.765531062124240 1.0                 1.00000
224.803607214428870 1.0                 1.00000
224.841683366733460 1.0                 1.00000
224.879759519038100 1.0                 1.00000
224.917835671342700 1.0                 1.00000
224.955911823647280 1.0                 1.00000
224.993987975951900 1.0                 1.00000
225.032064128256500 1.0                 1.00000
225.070140280561130 1.0                 1.00000
225.108216432865730 1.0                 1.00000
225.146292585170330 1.0                 1.00000
225.184368737474950 1.0                 1.00000
225.222444889779550 1.0                 1.00000
225.260521042084180 1.0                 1.00000
225.298597194388780 1.0                 1.00000
225.336673346693370 1.0                 1.00000
225.374749498998000 1.0                 1.00000
225.412825651302600 1.0                 1.00000
225.450901803607220 1.0                 1.00000
225.488977955911820 1.0                 1.00000
225.527054108216450 1.0                 1.00000
225.565130260521040 1.0                 1.00000
225.603206412825640 1.0                 1.00000
225.641282565130270 1.0                 1.00000
225.679358717434870 1.0                 1.00000
225.717434869739500 1.0                 1.00000
225.755511022044100 1.0                 1.00000
225.793587174348700 1.0                 1.00000
225.831663326653300 1.0                 1.00000
225.869739478957900 1.0                 1.00000
225.907815631262540 1.0                 1.00000
225.945891783567130 1.0                 1.00000
225.983967935871730 1.0                 1.00000
226.022044088176360 1.0                 1.00000
226.060120240480960 1.0                 1.00000
226.098196392785580 1.0                 1.00000
226.136272545090180 1.0                 1.00000
226.174348697394800 1.0                 1.00000
226.212424849699400 1.0                 1.00000
226.250501002004000 1.0                 1.00000
226.288577154308630 1.0                 1.00000
226.326653306613220 1.0                 1.00000
226.364729458917850 1.0                 1.00000
226.402805611222450 1.0                 1.00000
226.440881763527050 1.0                 1.00000
226.478957915831670 1.0                 1.00000
226.517034068136270 1.0                 1.00000
226.555110220440900 1.0                 1.00000
226.593186372745500 1.0                 1.00000
226.631262525050100 1.0                 1.00000
226.669338677354720 1.0                 1.00000
226.707414829659300 1.0                 1.00000
226.745490981963940 1.0                 1.00000
226.783567134268540 1.0                 1.00000
226.821643286573130 1.0                 1.00000
226.859719438877760 1.0                 1.00000
226.897795591182360 1.0                 1.00000
226.935871743486980 1.0                 1.00000
226.973947895791580 1.0                 1.00000
227.012024048096180 1.0                 1.00000
227.050100200400800 1.0                 1.00000
227.088176352705400 1.0                 1.00000
227.126252505010030 1.0                 1.00000
227.164328657314630 1.0                 1.00000
227.202404809619250 1.0                 1.00000
227.240480961923850 1.0                 1.00000
227.278557114228450 1.0                 1.00000
227.316633266533070 1.0                 1.00000
227.354709418837670 1.0                 1.00000
227.392785571142300 1.0                 1.00000
227.430861723446900 1.0                 1.00000
227.468937875751500 1.0                 1.00000
227.507014028056120 1.0                 1.00000
227.545090180360720 1.0                 1.00000
227.583166332665340 1.0                 1.00000
227.621242484969940 1.0                 1.00000
227.659318637274540 1.0                 1.00000
227.697394789579160 1.0                 1.00000
227.735470941883760 1.0                 1.00000
227.773547094188400 1.0                 1.00000
227.811623246492990 1.0                 1.00000
227.849699398797600 1.0                 1.00000
227.887775551102200 1.0                 1.00000
227.925851703406800 1.0                 1.00000
227.963927855711430 1.0                 1.00000
228.002004008016030 1.0                 1.00000
228.040080160320660 1.0                 1.00000
228.078156312625250 1.0                 1.00000
228.116232464929850 1.0                 1.00000
228.154308617234480 1.0                 1.00000
228.192384769539070 1.0                 1.00000
228.230460921843700 1.0                 1.00000
228.268537074148300 1.0                 1.00000
228.306613226452900 1.0                 1.00000
228.344689378757520 1.0                 1.00000
228.382765531062120 1.0                 1.00000
228.420841683366750 1.0                 1.00000
228.458917835671340 1.0                 1.00000
228.496993987975940 1.0                 1.00000
228.535070140280570 1.0                 1.00000
228.573146292585160 1.0                 1.00000
228.611222444889800 1.0                 1.00000
228.649298597194400 1.0                 1.00000
228.687374749498990 1.0                 1.00000
228.725450901803600 1.0                 1.00000
228.763527054108200 1.0                 1.00000
228.801603206412840 1.0                 1.00000
228.839679358717430 1.0                 1.00000
228.877755511022030 1.0                 1.00000
228.915831663326660 1.0                 1.00000
228.953907815631250 1.0                 1.00000
228.991983967935880 1.0                 1.00000
229.030060120240480 1.0                 1.00000
229.068136272545100 1.0                 1.00000
229.106212424849700 1.0                 1.00000
229.144288577154300 1.0                 1.00000
229.182364729458930 1.0                 1.00000
229.220440881763520 1.0                 1.00000
229.258517034068150 1.0                 1.00000
229.296593186372750 1.0                 1.00000
229.334669338677340 1.0                 1.00000
229.372745490981970 1.0                 1.00000
229.410821643286570 1.0                 1.00000
229.448897795591200 1.0                 1.00000
229.486973947895800 1.0                 1.00000
229.525050100200420 1.0                 1.00000
229.563126252505010 1.0                 1.00000
229.601202404809600 1.0                 1.00000
229.639278557114240 1.0                 1.00000
229.677354709418840 1.0                 1.00000
229.715430861723460 1.0                 1.00000
229.753507014028060 1.0                 1.00000
229.791583166332660 1.0                 1.00000
229.829659318637280 1.0                 1.00000
229.867735470941880 1.0                 1.00000
229.905811623246500 1.0                 1.00000
229.943887775551100 1.0                 1.00000
229.981963927855700 1.0                 1.00000
230.020040080160330 1.0                 1.00000
230.058116232464930 1.0                 1.00000
230.096192384769550 1.0                 1.00000
230.134268537074150 1.0                 1.00000
230.172344689378750 1.0                 1.00000
230.210420841683370 1.0                 1.00000
230.248496993987970 1.0                 1.00000
230.286573146292600 1.0                 1.00000
230.324649298597200 1.0                 1.00000
230.362725450901800 1.0                 1.00000
230.400801603206420 1.0                 1.00000
230.438877755511020 1.0                 1.00000
230.476953907815640 1.0                 1.00000
230.515030060120240 1.0                 1.00000
230.553106212424840 1.0                 1.00000
230.591182364729460 1.0                 1.00000
230.629258517034060 1.0                 1.00000
230.667334669338700 1.0                 1.00000
230.705410821643280 1.0                 1.00000
230.743486973947900 1.0                 1.00000
230.781563126252500 1.0                 1.00000
230.819639278557100 1.0                 1.00000
230.857715430861730 1.0                 1.00000
230.895791583166330 1.0                 1.00000
230.933867735470950 1.0                 1.00000
230.971943887775550 1.0                 1.00000
231.010020040080150 1.0                 1.00000
231.048096192384780 1.0                 1.00000
231.086172344689370 1.0                 1.00000
231.124248496994000 1.0                 1.00000
231.162324649298600 1.0                 1.00000
231.200400801603220 1.0                 1.00000
231.238476953907820 1.0                 1.00000
231.276553106212420 1.0                 1.00000
231.314629258517040 1.0                 1.00000
231.352705410821640 1.0                 1.00000
231.390781563126270 1.0                 1.00000
231.428857715430870 1.0                 1.00000
231.466933867735460 1.0                 1.00000
231.505010020040100 1.0                 1.00000
231.543086172344700 1.0                 1.00000
231.581162324649300 1.0                 1.00000
231.619238476953900 1.0                 1.00000
231.657314629258500 1.0                 1.00000
231.695390781563130 1.0                 1.00000
231.733466933867730 1.0                 1.00000
231.771543086172360 1.0                 1.00000
231.809619238476960 1.0                 1.00000
231.847695390781550 1.0                 1.00000
231.885771543086180 1.0                 1.00000
231.923847695390780 1.0                 1.00000
231.961923847695400 1.0                 1.00000
232.000000000000000 1.0                 1.00000
