213.000000000000000 1.0                 1.00000
213.038076152304600 1.0                 1.00000
213.076152304609220 1.0                 1.00000
213.114228456913820 1.0                 1.00000
213.152304609218450 1.0                 1.00000
213.190380761523040 1.0                 1.00000
213.228456913827640 1.0                 1.00000
213.266533066132270 1.0                 1.00000
213.304609218436870 1.0                 1.00000
213.342685370741500 1.0                 1.00000
213.380761523046100 1.0                 1.00000
213.418837675350700 1.0                 1.00000
213.456913827655300 1.0                 1.00000
213.494989979959900 1.0                 1.00000
213.533066132264540 1.0                 1.00000
213.571142284569130 1.0                 1.00000
213.609218436873760 1.0                 1.00000
213.647294589178360 1.0                 1.00000
213.685370741482960 1.0                 1.00000
213.723446893787580 1.0                 1.00000
213.761523046092180 1.0                 1.00000
213.799599198396800 1.0                 1.00000
213.837675350701400 1.0                 1.00000
213.875751503006000 1.0                 1.00000
213.913827655310630 1.0                 1.00000
213.951903807615220 1.0                 1.00000
213.989979959919850 1.0                 1.00000
214.028056112224450 1.0                 1.00000
214.066132264529050 1.0                 1.00000
214.104208416833670 1.0                 1.00000
214.142284569138270 1.0                 1.00000
214.180360721442900 1.0                 1.00000
214.218436873747500 1.0                 1.00000
214.256513026052100 1.0                 1.00000
214.294589178356720 1.0                 1.00000
214.332665330661300 1.0                 1.00000
214.370741482965940 1.0                 1.00000
214.408817635270540 1.0                 1.00000
214.446893787575160 1.0                 1.00000
214.484969939879760 1.0                 1.00000
214.523046092184360 1.0                 1.00000
214.561122244488980 1.0                 1.00000
214.599198396793580 1.0                 1.00000
214.637274549098200 1.0                 1.00000
214.675350701402800 1.0                 1.00000
214.713426853707400 1.0                 1.00000
214.751503006012030 1.0                 1.00000
214.789579158316630 1.0                 1.00000
214.827655310621250 1.0                 1.00000
214.865731462925850 1.0                 1.00000
214.903807615230450 1.0                 1.00000
214.941883767535070 1.0                 1.00000
214.979959919839670 1.0                 1.00000
215.018036072144300 1.0                 1.00000
215.056112224448900 1.0                 1.00000
215.094188376753500 1.0                 1.00000
215.132264529058120 1.0                 1.00000
215.170340681362720 1.0                 1.00000
215.208416833667340 1.0                 1.00000
215.246492985971940 1.0                 1.00000
215.284569138276570 1.0                 1.00000
215.322645290581160 1.0                 1.00000
215.360721442885760 1.0                 1.00000
215.398797595190400 1.0                 1.00000
215.436873747494990 1.0                 1.00000
215.474949899799600 1.0                 1.00000
215.513026052104200 1.0                 1.00000
215.551102204408800 1.0                 1.00000
215.589178356713430 1.0                 1.00000
215.627254509018030 1.0                 1.00000
215.665330661322660 1.0                 1.00000
215.703406813627250 1.0                 1.00000
215.741482965931850 1.0                 1.00000
215.779559118236480 1.0                 1.00000
215.817635270541070 1.0                 1.00000
215.855711422845700 1.0                 1.00000
215.893787575150300 1.0                 1.00000
215.931863727454900 1.0                 1.00000
215.969939879759520 1.0                 1.00000
216.008016032064120 1.0                 1.00000
216.046092184368750 1.0                 1.00000
216.084168336673340 1.0                 1.00000
216.122244488977970 1.0                 1.00000
216.160320641282570 1.0                 1.00000
216.198396793587160 1.0                 1.00000
216.236472945891800 1.0                 1.00000
216.274549098196400 1.0                 1.00000
216.312625250501010 1.0                 1.00000
216.350701402805600 1.0                 1.00000
216.388777555110200 1.0                 1.00000
216.426853707414840 1.0                 1.00000
216.464929859719430 1.0                 1.00000
216.503006012024060 1.0                 1.00000
216.541082164328660 1.0                 1.00000
216.579158316633250 1.0                 1.00000
216.617234468937880 1.0                 1.00000
216.655310621242480 1.0                 1.00000
216.693386773547100 1.0                 1.00000
216.731462925851700 1.0                 1.00000
216.769539078156300 1.0                 1.00000
216.807615230460930 1.0                 1.00000
216.845691382765520 1.0                 1.00000
216.883767535070150 1.0                 1.00000
216.921843687374750 1.0                 1.00000
216.959919839679370 1.0                 1.00000
216.997995991983970 1.0                 1.00000
217.036072144288570 1.0                 1.00000
217.074148296593200 1.0                 1.00000
217.112224448897800 1.0                 1.00000
217.150300601202420 1.0                 1.00000
217.188376753507010 1.0                 1.00000
217.226452905811600 1.0                 1.00000
217.264529058116240 1.0                 1.00000
217.302605210420840 1.0                 1.00000
217.340681362725460 1.0                 1.00000
217.378757515030060 1.0                 1.00000
217.416833667334660 1.0                 1.00000
217.454909819639280 1.0                 1.00000
217.492985971943880 1.0                 1.00000
217.531062124248500 1.0                 1.00000
217.569138276553100 1.0                 1.00000
217.607214428857700 1.0                 1.00000
217.645290581162330 1.0                 1.00000
217.683366733466930 1.0                 1.00000
217.721442885771550 1.0                 1.00000
217.759519038076150 1.0                 1.00000
217.797595190380780 1.0                 1.00000
217.835671342685370 1.0                 1.00000
217.873747494989970 1.0                 1.00000
217.911823647294600 1.0                 1.00000
217.949899799599200 1.0                 1.00000
217.987975951903820 1.0                 1.00000
218.026052104208420 1.0                 1.00000
218.064128256513020 1.0                 1.00000
218.102204408817640 1.0                 1.00000
218.140280561122240 1.0                 1.00000
218.178356713426870 1.0                 1.00000
218.216432865731460 1.0                 1.00000
218.254509018036060 1.0                 1.00000
218.292585170340700 1.0                 1.00000
218.330661322645280 1.0                 1.00000
218.368737474949900 1.0                 1.00000
218.406813627254500 1.0                 1.00000
218.444889779559100 1.0                 1.00000
218.482965931863730 1.0                 1.00000
218.521042084168330 1.0                 1.00000
218.559118236472950 1.0                 1.00000
218.597194388777550 1.0                 1.00000
218.635270541082180 1.0                 1.00000
218.673346693386780 1.0                 1.00000
218.711422845691370 1.0                 1.00000
218.749498997996000 1.0                 1.00000
218.787575150300600 1.0                 1.00000
218.825651302605220 1.0                 1.00000
218.863727454909820 1.0                 1.00000
218.901803607214420 1.0                 1.00000
218.939879759519040 1.0                 1.00000
218.977955911823640 1.0                 1.00000
219.016032064128270 1.0                 1.00000
219.054108216432870 1.0                 1.00000
219.092184368737460 1.0                 1.00000
219.130260521042100 1.0                 1.00000
219.168336673346700 1.0                 1.00000
219.206412825651300 1.0                 1.00000
219.244488977955900 1.0                 1.00000
219.282565130260500 1.0                 1.00000
219.320641282565130 1.0                 1.00000
219.358717434869730 1.0                 1.00000
219.396793587174360 1.0                 1.00000
219.434869739478960 1.0                 1.00000
219.472945891783580 1.0                 1.00000
219.511022044088180 1.0                 1.00000
219.549098196392780 1.0                 1.00000
219.587174348697400 1.0                 1.00000
219.625250501002000 1.0                 1.00000
219.663326653306630 1.0                 1.00000
219.701402805611220 1.0                 1.00000
219.739478957915820 1.0                 1.00000
219.777555110220450 1.0                 1.00000
219.815631262525050 1.0                 1.00000
219.853707414829670 1.0                 1.00000
219.891783567134270 1.0                 1.00000
