 0.10645481 -0.16229844  0.10237071  0.05895891| 0.10645139 -0.16229862  0.10645139  0.10645139| 0.10645139  0.03594195  0.0371102   0.0681207  -0.0439855   0.03700524  0.00672631,-0.16229862  0.03328035  0.00795473  0.02549113 -0.01038747  0.02606028 -0.03078999
 0.24135586 -0.23464266  0.06986586  0.06671207| 0.24135611 -0.2346423   0.24135611  0.24135611| 0.24135611  0.02800056 -0.0336816   0.0470322   0.01219611 -0.01816469  0.01855232,-0.2346423   0.01667564  0.01705494 -0.02639929  0.03573216 -0.04495732 -0.00143455
-0.12532199  1.13702943 -0.0623247  -0.07383148|-0.12532192  1.13702943 -0.12532192 -0.12532192|-0.12532192  0.00662693 -0.00523216 -0.03900287  0.03282716  0.03361775  0.01365188, 1.13702943  0.04361746 -0.02064432 -0.00275033  0.02218603 -0.01700099 -0.0496045 
-0.39632347 -0.51144976  0.05814619 -0.11625992|-0.39632374 -0.51145087 -0.39632374 -0.39632374|-0.39632374  0.0439051   0.01958152 -0.01953719 -0.01478679  0.00442487 -0.02199862,-0.51145087  0.08265765  0.07657803 -0.01873747  0.00925955  0.01405686 -0.01429184
0.40269863 0.32636481 0.06265125 0.10230956|0.40269867 0.32636483 0.40269867 0.40269867| 0.40269867  0.01658402  0.00572973 -0.01911642 -0.01632849  0.02690523 -0.04908842, 0.32636483 -0.02722637 -0.03965745 -0.03878569 -0.02213497  0.07413003  0.03090108
0.25812906 0.08331279 0.09329411 0.11441547|0.25812905 0.08331371 0.25812905 0.25812905| 0.25812905  0.01226103 -0.03370277  0.04682611  0.01649515  0.05556044 -0.04614536, 0.08331371  0.02681242 -0.09351131 -0.00564678 -0.00845592 -0.05898598  0.01377315
-0.24032336  0.44069286  0.06544287 -0.09280532|-0.24032332  0.44069282 -0.24032332 -0.24032332|-0.24032332 -0.03001416 -0.01379332  0.05510133 -0.00975024  0.00335639 -0.0105362 , 0.44069282  0.03274271  0.06204632 -0.00264615 -0.00609024 -0.06030526 -0.01260562
0.0342156  0.1347263  0.07956055 0.09880518|0.0342026  0.13473085 0.0342026  0.0342026 | 0.0342026   0.05765253  0.03281053 -0.02422915 -0.02519973 -0.00375544  0.02744757, 0.13473085 -0.01426822 -0.09134363  0.00218137  0.00545647  0.03437167 -0.00684874
0.09115344 0.63902797 0.08817743 0.08030224|0.09120524 0.63902796 0.09120524 0.09120524| 0.09120524  0.05138366  0.02981997  0.02778563  0.03196005 -0.04544892  0.02274114, 0.63902796  0.0118509  -0.05935844  0.02272191  0.02658843 -0.0043642  0.04046096
0.25688567 0.70825066 0.06708496 0.05516631|0.25688572 0.70825066 0.25688572 0.25688572| 0.25688572 -0.01879909 -0.04281987 -0.03380959  0.00659601  0.03417885  0.00545257, 0.70825066 -0.00933161 -0.0476717   0.00997288 -0.00377402 -0.02105172 -0.01235715
-0.80637872 -0.04832583 -0.08740873 -0.429912  |-0.80637992 -0.17821261 -0.80637992 -0.80637992|-0.80637992 -0.01083061 -0.057961    0.05567402  0.02077787  0.00170557 -0.02700136,-0.17821261 -0.02040189 -0.03828106 -0.01301713  0.01983079  0.01024513  0.03258561
-0.12379691  0.60264485 -0.09201741 -0.06836739|-0.1238005   0.60264484 -0.1238005  -0.1238005 |-0.1238005   0.00312392  0.02946127 -0.02944164  0.07125923 -0.03565488  0.02383714, 6.02644843e-01 -6.13515826e-02 -2.11121646e-02  8.90745262e-03  4.36344465e-04  5.98362386e-03  1.90968415e-02
 0.31419584 -0.93670858  0.06617949  0.08041159| 0.31419526 -0.93670858  0.31419526  0.31419526| 0.31419526 -0.00804178  0.04751553  0.00245634  0.03502037 -0.02590444  0.01475492,-0.93670858 -0.06381681  0.02829275 -0.02626065 -0.01852946 -0.00407052 -0.02418279
 0.00994281 -0.4838824   0.09376645  0.04398683| 0.00993752 -0.48388241  0.00993752  0.00993752| 0.00993752 -0.08197609  0.03253228  0.01055351  0.00148001  0.00991648  0.02923902,-0.48388241 -0.01459444 -0.01286918  0.03030161  0.01177572  0.00291806 -0.02308182
 0.79624787  0.09219229 -0.06008738 -0.05339079|0.79624787 0.09219357 0.79624787 0.79624787| 0.79624787 -0.04108268 -0.00232025 -0.01654912 -0.03119278  0.01749297  0.0204902 , 0.09219357 -0.00475034  0.01129588  0.02508484  0.0218839   0.02445276 -0.03296489
-0.41967049  0.26535956 -0.06011053  0.07740711|-0.41967048  0.26535962 -0.41967048 -0.41967048|-0.41967048  0.01696998 -0.04146245  0.00557082 -0.0045082   0.01024107  0.03904421, 0.26535962 -0.02308574 -0.00725253  0.05795953  0.04485109  0.00842379  0.008143  
-0.88353596  0.84636355  0.13243423  0.07513812|-0.88353605  0.84636344 -0.88353605 -0.88353605|-0.88353605  0.03462064 -0.04833464  0.11028977  0.02364554  0.03764712  0.01265526, 0.84636344  0.0190153   0.00212042 -0.0569517   0.01951621  0.03119973 -0.02862734
 0.75743787 -0.83537794 -0.15505511  0.10095596| 0.75743933 -0.8353796   0.75743933  0.75743933| 0.75743933 -0.01134445 -0.0250258  -0.01723953  0.14858635 -0.03189894  0.02005706,-0.8353796  -0.01559694 -0.006035    0.08450886 -0.02629796 -0.03773309  0.02974915
-0.06269968 -0.41196025 -0.0501683  -0.05742661|-0.06269975 -0.41196025 -0.06269975 -0.06269975|-0.06269975 -0.00099715 -0.01471926  0.01296553 -0.01765177  0.02039438  0.03868617,-0.41196025 -0.03484093  0.00581438  0.03465675  0.00828901  0.02739244  0.00915863
0.38485434 0.55402326 0.06516064 0.05878478|0.38485433 0.55402326 0.38485433 0.38485433| 0.38485433 -0.03546909  0.04961421  0.00920009 -0.00792926 -0.0056025  0.01923303, 0.55402326  0.03440546  0.02956558 -0.03749897 -0.00061634 -0.00329861  0.0020348 
-0.10200143  0.17775106 -0.05428237 -0.06985427|-0.10200146  0.17775109 -0.10200146 -0.10200146|-0.10200146  0.0207295  -0.00600294  0.00248938 -0.00622171  0.03506537  0.03626148, 0.17775109  0.00493412  0.03200531  0.03439178 -0.00293698 -0.0512625  0.01186832
-0.60542946 -0.45796852 -0.09632264  0.06587353|-0.60542958 -0.45796857 -0.60542958 -0.60542958|-0.60542958  0.06809057  0.04519801  0.01225838  0.02872027  0.03278039  0.02533682,-0.45796857  0.02011896 -0.00725372 -0.00557658  0.00191707  0.06304009 -0.00552781
 0.37306592 -0.52759052  0.09403846  0.07297561| 0.37306195 -0.52759112  0.37306195  0.37306195| 0.37306195 -0.00257885  0.00746815 -0.06465533  0.04905311  0.00050825  0.04926087,-0.52759112  0.03592531 -0.02206832 -0.04957801  0.0018979   0.00116098  0.03431751
-0.04885158 -0.21234073 -0.09982724 -0.04768462|-0.04886697 -0.21234047 -0.04886697 -0.04886697|-0.04886697  0.01818686  0.0268203   0.08808107  0.02127045 -0.02967968 -0.00055779,-0.21234047  0.02708541  0.01532509  0.01136996  0.01963644  0.02437418 -0.01545923
-0.34571545  0.00730615 -0.0879435  -0.11905695|-0.34571672  0.00731952 -0.34571672 -0.34571672|-0.34571672 -0.0433998  -0.0487993   0.00852925 -0.05150142 -0.0251264  0.0142661 , 0.00731952 -0.03589433 -0.02796528  0.05577478 -0.0952338   0.00800196  0.00668413
-1.08795239  0.57514484 -0.04757503 -0.05471877|-1.08795242  0.57514513 -1.08795242 -1.08795242|-1.08795242  0.02343857 -0.02314295 -0.02074271  0.00765472 -0.02324565  0.01372774, 0.57514513  0.03193774  0.00719262 -0.00261145  0.0394096  -0.01629888  0.01193613
 0.46766469  0.4373913   0.07190884 -0.04551777|0.46766473 0.43739127 0.46766473 0.46766473| 0.46766473  0.00306589  0.0005318  -0.04237397  0.04756688 -0.0350538 -0.00097938, 0.43739127 -0.01364934 -0.00870887  0.00387083 -0.00611845 -0.01743307 -0.03915516
0.10295443 0.56451118 0.08488179 0.05681106|0.10295433 0.56451118 0.10295433 0.10295433| 0.10295433  0.02331307 -0.03166559 -0.06162578 -0.04416921 -0.00438322  0.00045059, 0.56451118  0.0085788   0.00194684  0.02358061 -0.01624417 -0.01215752  0.04799523
 0.09758072 -0.42883246  0.04472093  0.06031606| 0.09760264 -0.42883227  0.09760264  0.09760264| 0.09760264  0.01988426 -0.01940684 -0.00270099 -0.02053362  0.01482853 -0.02498809,-0.42883227 -0.03008305 -0.01257204  0.01413028  0.04427864 -0.01313504  0.01740137
-0.68097793  0.0013225  -0.07797972 -0.81668632|-0.68097794  0.00932989 -0.68097794 -0.68097794|-0.68097794  0.02376121  0.01780469 -0.04041635  0.02716262 -0.03563179 -0.04159818, 0.00932989  0.01288142 -0.03279226  0.01491338  0.05025108 -0.01032958  0.00786135
 0.20682774  0.39009234  0.06867407 -0.08749845|-0.20683544  0.39009168 -0.20683544 -0.20683544|-0.20683544  0.03366767  0.0349857  -0.00497925 -0.0381889   0.00460748  0.03045492, 0.39009168 -0.06940116 -0.00859162 -0.05079239 -0.0074795  -0.01245617 -0.0048101 
-0.36439249  0.18170641 -0.09776553 -0.06601769|-0.36439255  0.18170415 -0.36439255 -0.36439255|-0.36439255  0.00763519 -0.03806617 -0.01215664 -0.00465104  0.03032409 -0.08561008, 0.18170415 -0.01243166 -0.02886763 -0.00210355 -0.05385927 -0.01031903  0.02092419
 0.14880461  0.33852006 -0.07881873  0.06124788|0.14880446 0.33852    0.14880446 0.14880446| 0.14880446 -0.01857468 -0.04044318  0.04431988 -0.01009475  0.00698021 -0.04751816, 0.33852    -0.02627325  0.02209099  0.02984767  0.00322553 -0.01675109  0.03849446
-0.0082842  -0.7678799  -0.11142224 -0.06089312|-0.00828066 -0.76787988 -0.00828066 -0.00828066|-0.00828066 -0.01446557  0.09041704 -0.02462362 -0.03212277  0.05025667  0.00090436,-0.76787988  0.01168718 -0.00110306  0.02369245  0.04392522  0.00853929  0.03323276
0.0317673  0.65075706 0.05050565 0.05867348|0.03176754 0.65075706 0.03176754 0.03176754| 3.17675396e-02  1.67720940e-02 -3.59466315e-02  7.59433440e-03  3.01178604e-02 -5.36821688e-07  5.88821168e-03, 0.65075706 -0.00164058  0.01455035  0.01906086  0.01892508 -0.04970617 -0.0123368 
 0.30817422 -0.01233878 -0.07437814 -0.05953387| 0.30817426 -0.0123205   0.30817426  0.30817426| 0.30817426  0.05474161 -0.01135998 -0.02742426 -0.03776646 -0.00887468 -0.01427439,-0.0123205   0.01705106  0.01143477 -0.00698961  0.05202695  0.01491543  0.01488997
-0.01531353  0.20834159  0.0731235  -0.09480886|-0.01531352  0.20834159 -0.01531352 -0.01531352|-0.01531352 -0.04891454  0.03991761 -0.00913912  0.00237428 -0.02277625  0.028515  , 0.20834159 -0.00317416 -0.03258609  0.02925156  0.00788109 -0.0853009 -0.00485557
-0.45333129  0.2411224  -0.06014071 -0.08803174|-0.45333126  0.24112303 -0.45333126 -0.45333126|-0.45333126  0.00596168 -0.0384434  -0.03976102  0.02297233  0.0042588  0.00428227, 0.24112303 -0.00281927  0.03553788 -0.01177932  0.06889652  0.04128582  0.00713017
0.4656894  0.57000331 0.07335946 0.05791698|0.46568937 0.57000333 0.46568937 0.46568937| 0.46568937  0.00577105 -0.0448266  -0.047234    0.01160973 -0.00595872  0.03208091, 0.57000333 -0.01422314 -0.0087363  -0.0212198  -0.02681334  0.02269362 -0.03871115
0.61996881 0.24090472 0.07472099 0.10819586|0.6199688  0.24090467 0.6199688  0.6199688 | 0.6199688  -0.0483426   0.03751017  0.016623   -0.01245993 -0.01966142 -0.03308203, 0.24090467 -0.01709182  0.00806574 -0.02989507  0.06334235  0.07690708 -0.02984194
-0.0714101  -1.02837515 -0.10740016 -0.04065962|-0.07140657 -1.02837515 -0.07140657 -0.07140657|-0.07140657 -0.00243283  0.0240044   0.01967822  0.08272034 -0.03881665 -0.05034381,-1.02837515  0.03015908 -0.00851432  0.0074943  -0.01237602  0.00765459 -0.02067304
 0.87997935 -0.39829856 -0.07837127  0.08653642| 0.87997933 -0.39829946  0.87997933  0.87997933| 0.87997933  0.03976397 -0.00291556  0.05828722 -0.01620472 -0.02690602  0.01661168,-0.39829946  0.01927878 -0.04723274  0.01623884 -0.02222497  0.0300407 -0.05852105
0.16451422 0.36224664 0.12596318 0.04725262|0.16451346 0.36224662 0.16451346 0.16451346| 0.16451346 -0.01735624  0.01530432 -0.07944728  0.04223835 -0.08419941 -0.02455351, 0.36224662  0.00044239 -0.00575532  0.03466995 -0.02981104  0.00640103  0.01057144
-0.28641273  0.5991157  -0.06648626 -0.03887202|-0.28641175  0.59911571 -0.28641175 -0.28641175|-0.28641175  0.03816637 -0.00167908 -0.03224083 -0.03510818  0.02229788  0.01636662, 0.59911571  0.01657109 -0.00601338 -0.02967135 -0.00695314 -0.01105555  0.01333758
0.08129831 0.11426481 0.08098837 0.09173552|0.0812982  0.11426478 0.0812982  0.0812982 | 0.0812982  -0.03499378 -0.01245083 -0.02464563 -0.01868885 -0.01863297 -0.06395013, 0.11426478  0.01210742 -0.03224663 -0.06652139 -0.01199882 -0.02604295  0.04671411
0.80091913 0.2617128  0.10278079 0.06716301|0.80091912 0.26171271 0.80091912 0.80091912| 0.80091912  0.03430604 -0.04717983 -0.06471246 -0.00627801 -0.01556671  0.05393251, 0.26171271 -0.00244787 -0.04377183  0.03547125  0.00839972 -0.03347249  0.01467503
-0.16393658 -0.40721473 -0.04746311 -0.04199495|-0.1639246  -0.40721483 -0.1639246  -0.1639246 |-0.1639246   0.01005013 -0.0286334  -0.00510593 -0.00090076 -0.02529156 -0.02693689,-4.07214832e-01 -1.34195278e-02  3.07060098e-02  8.95253405e-03 -3.01380019e-04  1.94465214e-02 -1.44015174e-02
-0.3430401  -0.522606   -0.06891996 -0.08423473|-0.34304004 -0.52260598 -0.34304004 -0.34304004|-0.34304004 -0.01353469  0.04323026 -0.03618005 -0.01847442  0.02713244 -0.0197409 ,-0.52260598  0.01265828  0.00336978  0.02903379 -0.00177556 -0.05126114 -0.06107438
 0.60040634  0.62261236 -0.10776444 -0.09131527|0.60040911 0.6226119  0.60040911 0.60040911| 0.60040911  0.03035986  0.07198111  0.04091751  0.00901841 -0.04109176 -0.04764903, 0.6226119   0.0076101   0.07490552 -0.0128755   0.03212462 -0.02395344 -0.03140569
 0.04035071 -0.31022584  0.06526323  0.09558658| 0.04034971 -0.31022556  0.04034971  0.04034971| 0.04034971 -0.00907323  0.04934072  0.03529872  0.00507211  0.02127855  0.00791521,-0.31022556 -0.02955198  0.04208586 -0.0196556  -0.05778689 -0.0045507  0.05427627
 0.54898053 -0.46057862  0.07556742  0.06400265| 0.54898031 -0.46057869  0.54898031  0.54898031| 0.54898031 -0.04993442 -0.00340524 -0.02755137  0.02004428  0.03350942 -0.03216193,-0.46057869 -0.01914291 -0.04763854 -0.02561144  0.02198087 -0.0187095  0.00241127
-0.01854773 -0.39578102 -0.06902447 -0.07268401|-0.01857181 -0.39578101 -0.01857181 -0.01857181|-0.01857181 -0.00804408  0.02731309  0.05142916  0.00955684  0.03534931 -0.00751911,-0.39578101 -0.00061612 -0.01276409  0.00983456 -0.02573262  0.01269885 -0.06643317
-0.12704959  0.25762242 -0.06958314 -0.11384394|-0.12704896  0.25762163 -0.12704896 -0.12704896|-0.12704896 -0.02580187  0.01291213 -0.00279151 -0.02555432 -0.02890543  0.05175604, 0.25762163  0.04195449  0.0564586  -0.03846187  0.03341023  0.01889922  0.07316768
 0.64892523 -0.54121948  0.06509765 -0.02977009| 0.64892523 -0.54121948  0.64892523  0.64892523| 0.64892523 -0.00463954 -0.01214532 -0.00336578  0.02202866 -0.04207167 -0.04438957,-5.41219483e-01  8.37213890e-03  8.53498820e-03  2.10600129e-02  5.26110681e-04 -1.77348254e-02  2.26978084e-03
-0.03032358  0.49565364 -0.08220084 -0.06497856|-0.03030441  0.49565365 -0.03030441 -0.03030441|-0.03030441  0.00432005  0.02670622  0.06419716 -0.00049059  0.04535141  0.00095499, 0.49565365  0.04013997  0.03729266  0.01550427 -0.00509404  0.02797822  0.01463917
-0.06635276  0.21501085 -0.07995983 -0.06312742|-0.0663514  0.2150103 -0.0663514 -0.0663514|-0.0663514  -0.02734013 -0.05296232  0.02353439  0.00483245 -0.00463714 -0.04858689, 0.2150103   0.00471203 -0.03940844 -0.00774521  0.03075515 -0.02725709 -0.02723405
 0.18332052 -0.87622861  0.04649267  0.11062749| 0.18332964 -0.87622866  0.18332964  0.18332964| 0.18332964 -0.01897767 -0.00141797  0.00122595  0.00678537 -0.04263722  0.00244488,-0.87622866 -0.03725376 -0.0726723  -0.03012843 -0.00515127  0.03983406  0.05716811
-0.53571016  0.32308128  0.04643511 -0.07571345|-0.53571016  0.32308132 -0.53571016 -0.53571016|-0.53571016 -0.01570877 -0.02845506 -0.03307468  0.00070126 -0.00487717  0.00175028, 0.32308132  0.0083163  -0.01256066  0.01681029 -0.02073339  0.06576572 -0.02607336
-0.04413372  0.40812046 -0.06598847 -0.05768835|-0.04413332  0.40812046 -0.04413332 -0.04413332|-0.04413332  0.02288688 -0.00182882 -0.04080326  0.00980287 -0.03332418 -0.03285669, 0.40812046  0.01512742 -0.02999382  0.03186041  0.02651716 -0.01559623 -0.01705931
 0.2252078  -0.14244313  0.11036081  0.07403203| 0.22520813 -0.14244337  0.22520813  0.22520813| 0.22520813 -0.00342551  0.00684319  0.08025963 -0.02027752  0.07425654 -0.01012734,-0.14244337  0.00560461 -0.04868793 -0.04266392  0.00278651 -0.02678999  0.0249031 
 0.67459952 -0.34174686  0.07115901  0.04715936| 0.67459973 -0.34174293  0.67459973  0.67459973| 0.67459973  0.01336167 -0.02070089  0.0213674   0.05943887  0.01210658 -0.02060368,-0.34174293 -0.02616299  0.00799729 -0.02723505 -0.01190749  0.0036407  0.0249202 
-0.50966806  0.94761526 -0.07843621 -0.10414909|-0.50966727  0.94761554 -0.50966727 -0.50966727|-0.50966727  0.00275717 -0.04378399  0.02062326 -0.06203261  0.00105045 -0.00627614, 0.94761554 -0.01395729 -0.03093275  0.02159684 -0.03296292  0.02140153 -0.08991299
 0.66370486  0.0170791  -0.07992544  0.83408205|0.66370604 0.10385128 0.66370604 0.66370604| 0.66370604 -0.01111988 -0.02338954 -0.0309786   0.05732704  0.03607476 -0.01787833, 0.10385128 -0.02485307  0.02820277 -0.04322026 -0.02573395  0.05233851 -0.01199024
-0.05611836  0.26866896 -0.06783262 -0.08840463|-0.05612302  0.26866896 -0.05612302 -0.05612302|-0.05612302  0.02687976  0.02678083 -0.0320068  -0.04364432 -0.01637823 -0.00586875, 0.26866896  0.02884814  0.0385527   0.05266992  0.02931041  0.04416302 -0.00744283
 0.76686769 -0.27549056  0.07418407  0.05068282| 0.76686775 -0.27549046  0.76686775  0.76686775| 0.76686775  0.00551437  0.03935504 -0.04943293  0.02225925  0.02717808 -0.01860825,-2.75490458e-01 -7.90496894e-05 -3.60406889e-02  1.84264635e-03 -1.23440349e-02  3.40426909e-02 -1.72526282e-03
-0.27155159  0.47998047 -0.12441737  0.07555197|-0.27155164  0.47998047 -0.27155164 -0.27155164|-0.27155164  0.06396431  0.00604052 -0.05210886 -0.01495586  0.09355448  0.00807239, 0.47998047 -0.0553484  -0.03108731 -0.01510646  0.02850205  0.02583222  0.00376084
-0.02538323  0.27867795 -0.07992838 -0.04849461|-0.02538716  0.27867785 -0.02538716 -0.02538716|-0.02538716 -0.01012863 -0.0253851   0.00166766 -0.03843481 -0.04272939 -0.0505149 , 0.27867785  0.02424494 -0.0275389  -0.01605074 -0.00975397  0.02377263  0.01098858
 0.49541975  0.72395979 -0.09532345  0.08214423|0.49541941 0.72395984 0.49541941 0.49541941| 0.49541941  0.00085811  0.01158505 -0.02299071  0.07235093 -0.03557613  0.0467359 , 0.72395984  0.02416181  0.00811293  0.00398141 -0.06809237 -0.01256493  0.03802556
 0.19583589 -0.49917098 -0.06861376  0.08120323| 0.19583612 -0.49917104  0.19583612  0.19583612| 0.19583612 -0.03595431  0.03397916 -0.00198307  0.00555668 -0.00993146 -0.04724671,-0.49917104  0.0287929   0.02712336  0.00092403  0.06644661 -0.00798474  0.02580023
-0.32397233 -0.31999925 -0.08385012 -0.06573204|-0.32397662 -0.31999678 -0.32397662 -0.32397662|-0.32397662 -0.03131582 -0.04512124 -0.0437416   0.00758244 -0.04496373  0.01199605,-0.31999678 -0.00230554 -0.04148485 -0.03562656  0.0028129  -0.03707105 -0.00427234
-0.15379814  0.90485329 -0.04291446 -0.05670662|-0.1537985  0.9048533 -0.1537985 -0.1537985|-0.1537985   0.01872143 -0.00699684  0.00477092 -0.01958163 -0.00643488 -0.03243747, 0.9048533  -0.02432997 -0.02403749  0.02178424  0.02363848 -0.0296132  0.01403248
 0.12181647 -0.78737781  0.07726023  0.06744248| 0.12181902 -0.78737804  0.12181902  0.12181902| 0.12181902 -0.01048708  0.02408955  0.02110382 -0.0025994   0.02538316 -0.06640294,-0.78737804  0.0323722  -0.02830632  0.01582185 -0.00867994  0.01113078  0.04860827
-0.52888715  0.22196877 -0.11662869 -0.06493906|-0.52888715  0.22196876 -0.52888715 -0.52888715|-0.52888715 -0.02858601  0.08447676  0.0100337   0.03850157  0.05525461  0.03501841, 0.22196876  0.01965505 -0.02061886  0.01400916 -0.01538622  0.05557139 -0.00362073
 0.10821744 -0.48334028  0.06874153  0.13070096| 0.10821948 -0.48334036  0.10821948  0.10821948| 0.10821948 -0.03202178  0.02424405 -0.05075767 -0.00300895 -0.02450512 -0.00050067,-0.48334036 -0.0298495   0.02305704  0.09593957  0.06158779  0.04073108 -0.03685799
 0.78095382 -0.75764951  0.09193493  0.06330543| 0.78095374 -0.75764953  0.78095374  0.78095374| 0.78095374 -0.02236843 -0.0011221  -0.06646313  0.03440569 -0.01290419  0.04898837,-0.75764953  0.0161916   0.00722932 -0.00296966 -0.03065184  0.01133031  0.05254103
