1 1 | 15.822478334283232 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 0.2897248522823471 0.11614884316692936 0.20054851092767997 -0.2470932115509643 0.11631135454848812 0.4203706034706075
1 2 | 4.677455505323223 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 0.0658152897062978 0.1517057669683089 -0.09551030477185068 0.3686326665726298 0.013730774736120015 0.265463823902701
2 1 | 7.234662870190391 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -0.4774544993797007 0.2563159450935245 0.04376892155744572 -0.4746447314375002 0.2668394633237614 0.2782588085988142
2 2 | 1.6844079906827574 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 1.2203109169151538 0.3919138050048092 -0.1456089027102766 -0.29223352028934013 -0.47688847969520126 0.06486914192224752
2 3 | 6.025080748372602 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -0.252270908848192 0.08812590903191835 -0.09161750598234755 -0.1524782218819665 0.00016714678067104809 -0.2595475122567703
3 1 | 3.813223533141695 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -0.8459384077896513 0.0696615332188571 0.0317069493787113 -0.7121123216343034 -0.26616758293089304 -0.14240637739950504
4 1 | 5.457038833829756 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -0.1883158498213629 -0.1300941270472509 -0.24628411150485693 -0.1247966281229419 -0.5500960253382118 0.03267584308365977
4 2 | 4.268291321530114 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -1.0169474276409287 -0.19279014225014704 0.336584805459331 0.07592202704958864 -0.20568831182138303 0.3183636956696366
5 1 | 5.1057588140652115 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -0.13423726412616357 -0.07606923520731063 -0.30076157527479397 -0.060849736460455155 0.36742969654761515 0.4198425061623829
6 1 | 17.32121198767743 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 0.19524610511410684 0.6754887075179424 0.3227831486603836 -0.397196244478015 0.11992231069003223 0.1852982583219032
7 1 | 7.22815447443088 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -0.8994798336957955 -0.34018289096542925 -0.2390755932724244 0.01542460993675256 0.1479866178422377 0.45433323039767454
8 1 | 14.221797606524547 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -1.337186791270813 0.23083825077344855 -0.21551911190891415 0.6156026032943275 0.39008229360803376 -0.520797603280024
8 2 | 4.65252142569409 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -0.10424028492853037 -0.7396466919655433 0.05383923124940014 -0.03691582722352954 0.2122056765004229 -0.39439404018006713
9 1 | 17.20698428482035 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -0.3003466489271583 0.05695327300914681 -0.22515027331431461 -0.6505527163217943 -0.39371961963699736 0.48381228614370003
10 1 | 2.585888492619688 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -0.22432954684487097 0.5201622152501011 -0.28565017762267286 0.5556523121712714 -0.2184100249113296 0.22264349903701197
11 1 | 13.097782215125335 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 0.7023150607934714 -0.5558778025835394 0.04860031908326086 -0.4845767478989171 -0.4345253638047456 -0.2580673172475229
11 2 | 8.624392538609868 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -0.6733556317855595 0.007574379659995133 0.43445129370427654 0.4535101722919812 -0.008871551391012781 -0.936176484522957
