1 1 | -0.06774935789337909 -0.4680390520538463 -0.2378519740945364 -0.5164868827792856 | -0.06746635353843584 -0.46803872808740765 -0.2378037878551691 -0.6126556733193154 | 0.023529328935810733 | 100
1 2 | 0.15380778843923315 0.08057616063804289 -0.5034478315677992 -0.1310177656788653 | 0.154034829221729 0.08248323297958184 -0.5147547944168773 -0.13197593817399086 | 0.23146141540044318 | 100
1 3 | 0.6053186966026713 -0.21322254444995026 0.07052152269999208 0.2381472102151973 | 0.6052689300647646 -0.2836239429263519 0.20328728700048743 0.30910311517775274 | 72.0271010780531 | 100
1 4 | -0.7622159535761134 -0.07915843539187399 -0.028942754897921474 0.4315986749145428 | -0.7640327421363576 -0.07760196210230613 0.08407809363610858 0.4319082616326333 | 2.91522033950782 | 100
1 5 | 0.2181915185386967 -0.17621942648540637 -0.16810175569467276 -0.18390668162379872 | -0.2271066661352637 -0.12724308151260005 -0.3365075844561545 -0.19519496910263123 | 215.11459685890352 | 100
1 6 | -0.1726127603942163 0.24654107862829852 0.38815258110979317 0.00921097554351286 | -0.17871702708449816 0.2518004182417981 0.42884628520125084 0.17306663015776844 | 0.7021001771936656 | 100
1 7 | -0.8132665139942452 0.5276877982194451 -0.5520697911158402 -0.03564721007696681 | -0.813285871924052 0.5279277115786809 -0.6974063049120199 -0.06253603543606454 | 0.4592153500857363 | 100
1 8 | 0.3267013656368006 -0.9470104731328247 -0.6803778105256983 0.2656616570888003 | 0.32408913815574103 -0.9469942520204597 -0.6934973780498099 0.4411196790914514 | 36.694760220024094 | 100
1 9 | 0.04224163041650628 0.06138401087522204 -0.21252703418270055 -0.3225737209156877 | 0.04485818230056809 0.06448433333288142 -0.21308266313144397 -0.3300866252439492 | 0.08158509525683016 | 100
1 10 | -0.15688915829031164 -0.380159906427912 -0.36330087264331895 0.45778424657079336 | -0.1444589417412082 -0.38057242889884224 -0.4190671845709793 0.6191959605431191 | 53.04631806083674 | 100
