1 1 | 10.182269734664828 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -0.06774935789337909 -0.2378519740945364 0.0036140715901302562 -0.4680390520538463 -0.3293968373656647 -0.5164868827792856
1 2 | 4.598113318638752 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 0.15380778843923315 -0.5034478315677992 -0.16032433325820944 0.08057616063804289 -0.035550685138417325 -0.1310177656788653
1 3 | 10.184088551716059 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 0.6053186966026713 0.07052152269999208 -0.19084716922664446 -0.21322254444995026 0.5049631732229112 0.2381472102151973
1 4 | 2.7380769595367838 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -0.7622159535761134 -0.028942754897921474 0.07868563312566061 -0.07915843539187399 0.0997818306980165 0.4315986749145428
1 5 | 8.085503006996987 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 0.2181915185386967 -0.16810175569467276 -0.2693715456546118 -0.17621942648540637 0.36653613210582536 -0.18390668162379872
1 6 | 15.16507309730423 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -0.1726127603942163 0.38815258110979317 0.250182822862331 0.24654107862829852 -0.17770752243101556 0.00921097554351286
1 7 | 6.361211835100676 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -0.8132665139942452 -0.5520697911158402 0.4262974300061885 0.5276877982194451 -0.052769082073443926 -0.03564721007696681
1 8 | 8.082656838179105 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 0.3267013656368006 -0.6803778105256983 0.17270215296310198 -0.9470104731328247 -0.3523786120197961 0.2656616570888003
1 9 | 10.469781715206295 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 0.04224163041650628 -0.21252703418270055 0.08160210958478845 0.06138401087522204 -0.19773217601268955 -0.3225737209156877
1 10 | 3.588616285670355 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -0.15688915829031164 -0.36330087264331895 0.31234612088878566 -0.380159906427912 -0.41746375021633203 0.45778424657079336
1 11 | 7.246280500415992 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 0.4461446267499665 0.4608308150813233 -0.2712165464424462 0.7541419002106564 0.25670173432175764 0.3735554398783413
1 12 | 7.803684177405216 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 0.7281999966227691 -0.043752980959604226 -0.17002927193800776 -1.5288619112125268 0.4145347107936533 -0.1510228961264279
1 13 | 11.402242904174955 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -0.7691717356978625 0.37084954475549864 -0.13077797153355294 0.2335403750789181 0.2544937744008968 -0.05975297503907534
1 14 | 5.215818284398551 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -1.0657329158823885 -0.04912953466550585 -0.26142822163694746 -0.33859678981891705 -0.16304249745843138 0.3289403629044759
1 15 | 4.360668888815894 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 0.27685510123134954 0.19520136007803235 0.2595942531149103 -0.4658385593816441 -0.3456206875054052 0.2074616345070992
1 16 | 11.064875348429155 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 0.3135598534992391 -0.042642731792885434 0.28530746263781426 -0.2646864048873897 0.5380763352834494 -0.12803752415206693
1 17 | 9.139661157757928 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -0.49601797155585065 -0.15629887126784128 -0.09580655712320367 -0.4095492717238806 -0.30601695919642635 -0.1756692214850228
1 18 | 16.604882421476987 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -1.3855216193688882 -0.13695015765659166 -0.30457229546716735 1.2178309993884993 0.515064650367767 0.15791713337612653
1 19 | 7.792342836387093 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 0.4676317510444617 -0.546584961485406 0.22929812234433702 -0.1381338301440414 0.008039192150034655 0.07555054115312337
1 20 | 6.527803232443148 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 0.0017980323926084978 0.35624789511451205 0.35187808447346147 -0.7599129609658056 -0.09721256545879638 0.05671260642873891
1 21 | 4.911098227539128 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 0.3968681067380762 -0.13336903446742285 -0.781462391474806 0.01027435547760496 -0.3331963416641085 -0.07097859400577053
1 22 | 12.883326761588478 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -0.05183351343752336 -0.40112654047625995 0.5359514510404659 -0.07246202804873386 0.6436476406551512 -0.15954134455855273
1 23 | 3.7248532830157046 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 0.1492015517874209 -0.34081674858891714 -0.11717445851888342 -0.07457837810315053 -0.44674119206446367 0.2590102214591307
1 24 | 5.807470657283261 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 0.5990867898579494 0.12642564604870382 -0.5116958066596586 1.2702503816871193 -0.4102804139468596 -0.606693128315718
1 25 | 12.411190395522567 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 0.937774206857836 0.22265024210871173 -0.08154670186709913 -0.40572964088430186 0.444530568781833 0.8594565149718968
1 26 | 10.473180991516529 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | 0.12471713988529515 0.2477539350269608 0.10498644344547307 1.471868321578024 -0.30137173544713913 0.03131973439356721
1 27 | 3.502798897226512 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -0.5075356212555969 0.12519257953868476 -0.1641805420783427 -0.15633502650704104 0.25146810257444235 -0.07354064138960184
1 28 | 14.391895934028298 | 1.2028747171303642 1.2023795230358734 | 0.1535869491956933 0.15352373422069537 0.15352373422069537 0.15346051924569745 | -1.469206191799191 -0.07991721035869571 -0.04506009882361169 -0.1510782150542418 0.29075495069609814 -0.08628654359721562
