1 1 | 0.2897248522823471 -0.2470932115509643 -0.22713748513480805 -0.4355036424132358 -0.319312841163895 -0.9476493599785952 | 0.28976888648128263 -0.24709715526591083 -0.23149064725877547 -0.4356653018615572 -0.31965081439469245 -0.9486515636296197 | 0.00010544665930971905 | 100
2 1 | -0.4774544993797007 -0.4746447314375002 -0.23370003801953643 -0.37906579881761776 -0.8121301585613875 -0.5834763110487483 | -0.4775026530709193 -0.47448571638624665 -0.2580730449059065 -0.38299090693666826 -0.8180314811618026 -0.5877126330857997 | 0.15317269721988666 | 100
2 2 | 1.2203109169151538 -0.29223352028934013 -0.41477800967386425 0.4791284030293914 -0.9737135124699263 0.22777619637152274 | 1.2203094149057736 -0.29207212469492033 -0.4175100961337513 0.47983433651040797 -0.9751369715474282 0.22810890562924052 | 0.2452986950069706 | 100
4 1 | -0.1883158498213629 -0.1247966281229419 -0.1432791800317885 -0.5475091687219457 0.9985238122671095 0.054315709841242205 | 860.816807279464 -0.5462259622531089 -488.61875691602876 0.3660375668306867 70.39766025298842 3.8262444335030796 | 124266.08534048728 | 100
8 1 | -1.337186791270813 0.6156026032943275 -0.31256312609237785 -0.6503255418258541 -0.625854978161415 0.7799394504130269 | -1.3372935371180628 0.6156089346185303 -0.31521609219939534 -0.650298556382781 -0.6261329780886393 0.780285636370939 | 7.344493884205743 | 100
11 1 | 0.7023150607934714 -0.4845767478989171 -0.5368563412628125 -0.47526325694439825 0.9822026619441766 0.18782420203417147 | 0.7022959490807985 -0.48441443988970245 -0.5489199575920701 -0.49765166630064406 0.999137094499404 0.1910598486123674 | 0.5400716288663048 | 100
13 1 | -0.4656971122313372 0.3909821738971171 -0.04686736889902328 0.5477135642341013 0.9977877467086905 0.06648016635052946 | -0.4657078816334403 0.390987312625488 -0.06822855768150896 0.5472764550802972 0.9987180231279699 0.06654209737021402 | 0.009217915057389794 | 99
13 2 | -0.4544315269481616 1.2657273313037942 -0.9277155478703425 -0.0333369816964653 -0.332946495123627 0.9429457202749757 | -28.614811027399313 -2.6715666162160123 -177.7775206592295 -9.225441705183048 3.0860295335582766 -8.725286804166618 | 2167742.3877500007 | 100
13 3 | -1.1108825921223384 0.305687678258385 -0.22986817376178148 0.5206229308479668 -0.8848354174573414 -0.4659037282670016 | -1.111042036857154 0.30303744734462074 -0.4218199834826454 0.538859509406316 -0.8833848544470474 -0.46514352190847125 | 24.378820017572636 | 100
14 1 | 0.5105689413400781 -0.13100888599311758 -0.24429460484967938 -0.43632185906647636 0.6522749279696038 -0.7579824657221618 | 0.5105664941471317 -0.1310767432655994 -0.2493819050378965 -0.4363223475521118 0.6530905882094773 -0.7589295312242382 | 0.0003709470296107107 | 100
14 2 | -0.9108009571282641 0.5294797386576585 -0.20326376219907166 -0.160617614712644 -0.9435329182240322 -0.3312787832440252 | -0.9107339390639111 0.5293717504865675 -0.23312794559813363 -0.21863495571841599 -0.9587364932969833 -0.336612423770107 | 1.4343285042018046 | 100
