1 1 | 11.339638657756154 -8.78215209529833 2.08806223137924 6.133366789689262 -6.5787240782119625 | 1.2028747171303642 1.2023795230358734 1.1920086243871093 1.1907221894825026 1.1786888569507183 1.1757755871195439 | 0.1535869491956933 0.15352373422069537 0.1522057977722538 0.15204311321819067 0.1505298661126688 0.15016582002128265 0.15352373422069537 0.15346051924569745 0.15214258279725584 0.15197989824319275 0.15046665113767085 0.15010260504628473 0.1522057977722538 0.15214258279725584 0.1508246463488143 0.1506619617947512 0.1491487146892293 0.14878466859784314 0.15204311321819067 0.15197989824319275 0.1506619617947512 0.15049927724068807 0.1489860301351662 0.14862198404378002 0.1505298661126688 0.15046665113767085 0.1491487146892293 0.1489860301351662 0.14747278302964428 0.14710873693825816 0.15016582002128265 0.15010260504628473 0.14878466859784314 0.14862198404378002 0.14710873693825816 0.14674469084687197 | -0.24902881024126391 -0.04559038441588978 -0.098272963080158 -0.07396082938431392 0.17268558493627545 -0.16988283907692203 -0.41281201635586323 -0.8626959022061543 0.41563758543056806 0.436027486607495 0.021661736846171214 0.2130395738383103 -0.2846049112349635 -0.17803642029139394 -0.9908860514012259 -0.06609616915082239 -0.06662621115911495 -0.08955124779003458 -0.140711701185647 0.18320833186916122 0.12910943869940808 -0.1760692135980281 -0.04022240628813496 -0.2006304540296376 0.07708181864779408 -0.2788649939993942 -0.12134713725313431 0.04264320131639162 0.8607252511726811 -0.33213867511508677 -0.07535337339466966 0.10629840499397843 -0.2615622580394249 0.17795005897965033 0.002334555940072836 0.04918830217551569 -0.24460712569466733 0.284493848379136 -0.11025642404774366 0.1383694127291386 -0.1416476613284637 -0.2060912497571249
2 1 | 12.846538752632796 1.2137670587341063 -11.655464380712033 4.300824334774688 0.26084331637832747 | 1.2028747171303642 1.2023795230358734 1.1920086243871093 1.1907221894825026 1.1786888569507183 1.1757755871195439 | 0.1535869491956933 0.15352373422069537 0.1522057977722538 0.15204311321819067 0.1505298661126688 0.15016582002128265 0.15352373422069537 0.15346051924569745 0.15214258279725584 0.15197989824319275 0.15046665113767085 0.15010260504628473 0.1522057977722538 0.15214258279725584 0.1508246463488143 0.1506619617947512 0.1491487146892293 0.14878466859784314 0.15204311321819067 0.15197989824319275 0.1506619617947512 0.15049927724068807 0.1489860301351662 0.14862198404378002 0.1505298661126688 0.15046665113767085 0.1491487146892293 0.1489860301351662 0.14747278302964428 0.14710873693825816 0.15016582002128265 0.15010260504628473 0.14878466859784314 0.14862198404378002 0.14710873693825816 0.14674469084687197 | 1.1255327046658883 0.07544695916475405 0.1160713312785463 -0.25334299279149863 -0.12296013584239782 -0.21411096367242313 -0.2009578872365988 0.7835419032420888 0.1197868326209621 0.2498734146855117 -0.0815570989946869 0.12063856816086473 -0.40976685750248165 -0.157390218124066 0.7096306256167657 -0.02943443560435639 -0.06695453701402866 0.005158155315979031 0.162204814057055 0.15885007530376336 0.0676441293730503 -0.6754386031173254 0.11444090427898944 -0.12967362732854312 -0.22447817629226513 0.06339181059573504 -0.13616389406210175 0.004119619079442642 -0.25897069021702906 -0.015249878029196912 0.09543623045269915 0.09905519140903837 -0.10421310817770629 -0.1904823040565963 0.08397571634846086 0.40916005635382535 0.2727635112398805 -0.18330553559399637 -0.11754991742424717 0.0813148743452698 -0.08634478104369149 0.15208299286832538
2 2 | 3.56091901775892 6.310050412221358 -3.2555147115393765 -4.282132279320535 4.829066297445934 | 1.2028747171303642 1.2023795230358734 1.1920086243871093 1.1907221894825026 1.1786888569507183 1.1757755871195439 | 0.1535869491956933 0.15352373422069537 0.1522057977722538 0.15204311321819067 0.1505298661126688 0.15016582002128265 0.15352373422069537 0.15346051924569745 0.15214258279725584 0.15197989824319275 0.15046665113767085 0.15010260504628473 0.1522057977722538 0.15214258279725584 0.1508246463488143 0.1506619617947512 0.1491487146892293 0.14878466859784314 0.15204311321819067 0.15197989824319275 0.1506619617947512 0.15049927724068807 0.1489860301351662 0.14862198404378002 0.1505298661126688 0.15046665113767085 0.1491487146892293 0.1489860301351662 0.14747278302964428 0.14710873693825816 0.15016582002128265 0.15010260504628473 0.14878466859784314 0.14862198404378002 0.14710873693825816 0.14674469084687197 | -0.20671667534564653 -0.23765460253692056 -0.16949495841016268 0.11139672849292043 0.09124741032714949 -0.04914540478286528 -0.08140889554159379 -0.6365002417465809 -0.16310890410884146 -0.01619997512696425 -0.042446069566555666 0.06086567968060254 -0.38588352832516365 0.1665315678431904 0.6645210879365895 0.12061961090641732 -0.21386390283600096 0.305888254150572 0.26547354918271543 0.0025885731659115 0.25083449609041014 -0.0667821708825746 -0.3005477286525008 -0.18941009016802327 0.43720120142496016 0.1283619293464838 0.05071814961579155 0.1252340570996686 -0.48644306034432505 -0.20375070934341438 0.08520140195400111 -0.13266996360912464 -0.12016781651164782 0.2493723085942302 0.0848525448614316 1.5834067655391244 -0.009086615349148132 0.07974561658026161 -0.19297261701993004 0.08205053055489384 0.1531589920222811 -0.19550805017145384
3 1 | 8.853361180627758 -0.3311145812737095 -1.624229200531886 1.522152532076234 -3.987489963698181 | 1.2028747171303642 1.2023795230358734 1.1920086243871093 1.1907221894825026 1.1786888569507183 1.1757755871195439 | 0.1535869491956933 0.15352373422069537 0.1522057977722538 0.15204311321819067 0.1505298661126688 0.15016582002128265 0.15352373422069537 0.15346051924569745 0.15214258279725584 0.15197989824319275 0.15046665113767085 0.15010260504628473 0.1522057977722538 0.15214258279725584 0.1508246463488143 0.1506619617947512 0.1491487146892293 0.14878466859784314 0.15204311321819067 0.15197989824319275 0.1506619617947512 0.15049927724068807 0.1489860301351662 0.14862198404378002 0.1505298661126688 0.15046665113767085 0.1491487146892293 0.1489860301351662 0.14747278302964428 0.14710873693825816 0.15016582002128265 0.15010260504628473 0.14878466859784314 0.14862198404378002 0.14710873693825816 0.14674469084687197 | -1.1722780060165876 -0.10574927293511477 -0.042064017959199715 -0.0037759219350132385 -0.053754316713318186 -0.10927709351731903 -0.021447521753370002 -1.5462654190234353 0.1163153540697844 0.3282654543984535 -0.0001708633575408903 -0.11892683993144576 -0.26399163093043354 0.2948124577857037 0.5081199804746989 0.14737331277511365 -0.09331387118556554 0.3832647376739846 0.04447285880592854 0.07954234983268357 0.1908727468780911 -0.7805984029484244 0.5331338101356013 0.3945672957045578 -0.16041186540617838 0.0394731084036882 -0.22636397394721075 0.038047927211396756 0.09828556332384143 -0.16933197658192153 -0.35046672692464015 -0.07262634590636387 -0.021087359077503646 -0.27961619707125657 0.09321955709497573 0.553344378974956 0.5443564767878339 0.016910001589376004 0.16548625620452542 0.131505851500656 0.2223116333188534 0.01796204746407994
3 2 | 6.782895693200999 0.8235775774585363 -4.8020894542460155 13.115977590733905 -8.235028569339875 | 1.2028747171303642 1.2023795230358734 1.1920086243871093 1.1907221894825026 1.1786888569507183 1.1757755871195439 | 0.1535869491956933 0.15352373422069537 0.1522057977722538 0.15204311321819067 0.1505298661126688 0.15016582002128265 0.15352373422069537 0.15346051924569745 0.15214258279725584 0.15197989824319275 0.15046665113767085 0.15010260504628473 0.1522057977722538 0.15214258279725584 0.1508246463488143 0.1506619617947512 0.1491487146892293 0.14878466859784314 0.15204311321819067 0.15197989824319275 0.1506619617947512 0.15049927724068807 0.1489860301351662 0.14862198404378002 0.1505298661126688 0.15046665113767085 0.1491487146892293 0.1489860301351662 0.14747278302964428 0.14710873693825816 0.15016582002128265 0.15010260504628473 0.14878466859784314 0.14862198404378002 0.14710873693825816 0.14674469084687197 | -1.270660366843107 0.05496776137683487 -0.05086254069200352 -0.13976765256209142 0.31207674290526616 0.06724115158469729 0.03745618940030147 0.07575516451456396 -0.1369240602303744 -0.2685386830498535 -0.2687726960488163 0.007513593053896671 0.13957068269185355 0.11240918249990689 -0.7483105696748359 0.04082105796339906 0.20610335465076243 -0.1738149508570515 0.13982507883712422 -0.021987381872587874 0.1874520799962489 -0.6675347109415272 -0.20423306110372108 0.12945811084492817 -0.11580002510947217 -0.14632719417904452 -0.11848659630291712 0.062037399742126305 0.9596896383418105 -0.01714909990405756 -0.05640165908308965 -0.12165796815019807 0.18755127852694317 -0.042716804046379106 -0.0261221294505782 0.318592922343148 -0.01607049257790659 0.42021138566959 -0.08228791139061664 -0.19077795055607336 -0.15257926463229685 -0.025316330378966304
4 1 | 7.223014193375548 8.111060588084683 -7.085698047493452 0.30039199113775794 -0.9956594987634162 | 1.2028747171303642 1.2023795230358734 1.1920086243871093 1.1907221894825026 1.1786888569507183 1.1757755871195439 | 0.1535869491956933 0.15352373422069537 0.1522057977722538 0.15204311321819067 0.1505298661126688 0.15016582002128265 0.15352373422069537 0.15346051924569745 0.15214258279725584 0.15197989824319275 0.15046665113767085 0.15010260504628473 0.1522057977722538 0.15214258279725584 0.1508246463488143 0.1506619617947512 0.1491487146892293 0.14878466859784314 0.15204311321819067 0.15197989824319275 0.1506619617947512 0.15049927724068807 0.1489860301351662 0.14862198404378002 0.1505298661126688 0.15046665113767085 0.1491487146892293 0.1489860301351662 0.14747278302964428 0.14710873693825816 0.15016582002128265 0.15010260504628473 0.14878466859784314 0.14862198404378002 0.14710873693825816 0.14674469084687197 | 0.5043345397616383 0.16378674295483545 -0.0697653310763482 0.38573438537203425 -0.10940361690930846 -0.20804642057362846 -0.04471192355378482 0.4922612006760927 0.41722419623735346 -0.09171970375580522 0.03598153801100963 -0.3023105152258902 0.29623104900979297 -0.14734626498443193 0.49386813866628565 0.01598125764030951 0.38169715224089495 -0.044029597441520046 -0.03207872391439626 0.24847723291203483 -0.13846109894134198 0.29670887171706456 -0.6383220983527833 -0.2838514383094949 -0.10020015257523436 -0.2050195077225614 0.010656697799456815 0.3359648264817757 0.6312976895476426 0.14023678957243574 -0.21826556139218123 -0.021954179154174903 -0.3801483824030554 -0.06319166826318515 0.16990586649275016 1.0956671338824826 -0.029646823625469023 -0.17781973590114428 0.18188263728882967 0.2560776256475512 -0.13508567315447684 -0.19863487643557493
5 1 | 4.91838663115243 -1.7278333558198256 -1.395722241163071 2.0596772663088814 8.81700163677499 | 1.2028747171303642 1.2023795230358734 1.1920086243871093 1.1907221894825026 1.1786888569507183 1.1757755871195439 | 0.1535869491956933 0.15352373422069537 0.1522057977722538 0.15204311321819067 0.1505298661126688 0.15016582002128265 0.15352373422069537 0.15346051924569745 0.15214258279725584 0.15197989824319275 0.15046665113767085 0.15010260504628473 0.1522057977722538 0.15214258279725584 0.1508246463488143 0.1506619617947512 0.1491487146892293 0.14878466859784314 0.15204311321819067 0.15197989824319275 0.1506619617947512 0.15049927724068807 0.1489860301351662 0.14862198404378002 0.1505298661126688 0.15046665113767085 0.1491487146892293 0.1489860301351662 0.14747278302964428 0.14710873693825816 0.15016582002128265 0.15010260504628473 0.14878466859784314 0.14862198404378002 0.14710873693825816 0.14674469084687197 | -0.1273260993397014 0.06588376222062717 0.09818794455378008 -0.27706806819974017 -0.14203537994134321 -0.6227014347202706 -0.13169834186281956 -0.5655972330712039 -0.13352044624449613 -0.1793336471063341 -0.24527614577904594 -0.31196765415407557 -0.28124777116432753 -0.09037553974529539 0.25311985878938376 0.05052647182778438 -0.02299773369504542 -0.30015151451023886 0.31030032992000667 0.10493458051693487 -0.2171827859116092 0.7570260187153524 -0.03210008564343976 -0.11045161161138939 0.09857199627993266 -0.042857577239728564 -0.14544065883280063 -0.1887673253208574 -0.6631380731584996 0.1912041545721603 0.0939171203414063 -0.17985074263879874 0.03658388231023067 -0.2009400193629423 -0.1311689452133359 0.6494532887597717 0.04628404296112003 -0.45164664696992984 0.056168135636002314 -0.02293002531720029 0.18639198583972794 -0.10465858944829122
6 1 | 10.669035722720878 -1.6030153490352177 0.27809150572284125 2.5702286189060715 -8.738255617550749 | 1.2028747171303642 1.2023795230358734 1.1920086243871093 1.1907221894825026 1.1786888569507183 1.1757755871195439 | 0.1535869491956933 0.15352373422069537 0.1522057977722538 0.15204311321819067 0.1505298661126688 0.15016582002128265 0.15352373422069537 0.15346051924569745 0.15214258279725584 0.15197989824319275 0.15046665113767085 0.15010260504628473 0.1522057977722538 0.15214258279725584 0.1508246463488143 0.1506619617947512 0.1491487146892293 0.14878466859784314 0.15204311321819067 0.15197989824319275 0.1506619617947512 0.15049927724068807 0.1489860301351662 0.14862198404378002 0.1505298661126688 0.15046665113767085 0.1491487146892293 0.1489860301351662 0.14747278302964428 0.14710873693825816 0.15016582002128265 0.15010260504628473 0.14878466859784314 0.14862198404378002 0.14710873693825816 0.14674469084687197 | 0.04624972710000058 -0.06080800398835011 0.002069971976349471 0.34693522805548993 -0.07140581303629216 -0.32799259890488575 -0.1440455938216353 -1.629955340766055 0.12742546778038416 0.3006840072806847 -0.19253995864525386 -0.0830678964609232 -0.016255376566765598 -0.09225917926540733 0.14791094264980084 -0.037082108893064784 0.4668620337674171 0.14862615340339674 0.1383673569509924 0.04272680706528774 -0.08625497082588404 -0.28002910640017753 0.13885712555296306 0.12488041151257326 -0.2921646490975248 -0.3163968250969352 -0.30899282791954197 0.20933918684402136 -0.35755198165049473 -0.06488852723994984 -0.008069922798103046 0.04949123394825362 0.05458634023799329 0.1887641518470659 0.0986852466008145 -0.7968910819915195 0.14515916516957428 -0.2865701196388948 -0.01676632798170666 0.09879442383782772 0.18419404495463482 -0.06079297994795606
7 1 | 8.068727936744835 2.221273244338363 -5.662165069405887 6.579104019441729 -7.611628202727957 | 1.2028747171303642 1.2023795230358734 1.1920086243871093 1.1907221894825026 1.1786888569507183 1.1757755871195439 | 0.1535869491956933 0.15352373422069537 0.1522057977722538 0.15204311321819067 0.1505298661126688 0.15016582002128265 0.15352373422069537 0.15346051924569745 0.15214258279725584 0.15197989824319275 0.15046665113767085 0.15010260504628473 0.1522057977722538 0.15214258279725584 0.1508246463488143 0.1506619617947512 0.1491487146892293 0.14878466859784314 0.15204311321819067 0.15197989824319275 0.1506619617947512 0.15049927724068807 0.1489860301351662 0.14862198404378002 0.1505298661126688 0.15046665113767085 0.1491487146892293 0.1489860301351662 0.14747278302964428 0.14710873693825816 0.15016582002128265 0.15010260504628473 0.14878466859784314 0.14862198404378002 0.14710873693825816 0.14674469084687197 | -1.2241401735877826 -0.2769872699410683 0.05849862651112267 0.15116382234071282 0.0023013808946577745 -0.10524047675661657 0.12452707437918231 1.5969539186059247 -0.22388074304613345 0.16783096622573127 -0.045392518337675075 0.16810797106967873 -0.0186488591554658 0.19427435403904472 0.15709546851538794 -0.09848530751628805 -0.12293996065999177 -0.09478267785531323 -0.033013653475768845 -0.20659460437151206 -0.01365201941884146 0.03679889919815299 0.18002996056847173 -0.11861209115354109 -0.06885232370409922 0.5605446503494728 -0.017961933371679888 0.13067103110472786 -0.5511570189695942 -0.24696258443714117 0.039856179143980694 0.04159365063797039 -0.2810623956395764 -0.12841327992812698 -0.11301271292961403 -0.3166923524941389 -0.13724101119900906 -0.2287794798704664 0.08354139851322775 0.0471079427718709 0.22380078068305118 0.06655785420400692
7 2 | 8.329749417643711 -1.4834734827220473 3.7960982565365384 -9.892302947093981 3.6994705411973428 | 1.2028747171303642 1.2023795230358734 1.1920086243871093 1.1907221894825026 1.1786888569507183 1.1757755871195439 | 0.1535869491956933 0.15352373422069537 0.1522057977722538 0.15204311321819067 0.1505298661126688 0.15016582002128265 0.15352373422069537 0.15346051924569745 0.15214258279725584 0.15197989824319275 0.15046665113767085 0.15010260504628473 0.1522057977722538 0.15214258279725584 0.1508246463488143 0.1506619617947512 0.1491487146892293 0.14878466859784314 0.15204311321819067 0.15197989824319275 0.1506619617947512 0.15049927724068807 0.1489860301351662 0.14862198404378002 0.1505298661126688 0.15046665113767085 0.1491487146892293 0.1489860301351662 0.14747278302964428 0.14710873693825816 0.15016582002128265 0.15010260504628473 0.14878466859784314 0.14862198404378002 0.14710873693825816 0.14674469084687197 | 0.7155684216880026 0.12335543397025196 0.13673956586837224 -0.12983792744194023 0.10585581461129817 0.06995524825641526 -0.22320336864883636 -0.1530875463207415 -0.2401435275806776 0.2101793869158547 0.3013640082314019 -0.05347702614729219 0.3070508163612754 -0.17937817328782382 0.04841754365758018 0.3279669960536165 0.17359409017496624 -0.31664670922304355 0.14223421574615602 0.1488145815325742 0.20307628548040485 -0.5936483459372243 -0.35124251078729835 0.003636657919076577 0.0726411295358987 -0.0026774152192682948 -0.157267475177126 -0.5007788778464161 -0.8468444013681931 -0.08193071229850922 0.3471759374686385 0.19379304876001358 0.10137779897268037 -0.004463125828243394 0.09822836696799238 0.5480484585576079 0.3166463256296265 -0.24340157086606207 -0.04850696977039823 0.0850771471178135 -0.1389241265622608 0.1562939032506469
